"id","SibSp","Parch","Class.1","Class.2","Class.3","Gender","Fare","Embarked.C","Embarked.Q","Embarked.S","Child","Adult","Age.NA","Survived"
"421",0,0,0,0,1,1,7.8958,1,0,0,0,0,1,0
"422",0,0,0,0,1,1,7.7333,0,1,0,0,1,0,0
"423",0,0,0,0,1,1,7.875,0,0,1,0,1,0,0
"424",1,1,0,0,1,0,14.4,0,0,1,0,1,0,0
"425",1,1,0,0,1,1,20.2125,0,0,1,0,1,0,0
"426",0,0,0,0,1,1,7.25,0,0,1,0,0,1,0
"427",1,0,0,1,0,0,26,0,0,1,0,1,0,1
"428",0,0,0,1,0,0,26,0,0,1,0,1,0,1
"429",0,0,0,0,1,1,7.75,0,1,0,0,0,1,0
"430",0,0,0,0,1,1,8.05,0,0,1,0,1,0,1
"431",0,0,1,0,0,1,26.55,0,0,1,0,1,0,1
"432",1,0,0,0,1,0,16.1,0,0,1,0,0,1,1
"433",1,0,0,1,0,0,26,0,0,1,0,1,0,1
"434",0,0,0,0,1,1,7.125,0,0,1,0,1,0,0
"435",1,0,1,0,0,1,55.9,0,0,1,0,1,0,0
"436",1,2,1,0,0,0,120,0,0,1,0,1,0,1
"437",2,2,0,0,1,0,34.375,0,0,1,0,1,0,0
"438",2,3,0,1,0,0,18.75,0,0,1,0,1,0,1
"439",1,4,1,0,0,1,263,0,0,1,0,1,0,0
"440",0,0,0,1,0,1,10.5,0,0,1,0,1,0,0
"441",1,1,0,1,0,0,26.25,0,0,1,0,1,0,1
"442",0,0,0,0,1,1,9.5,0,0,1,0,1,0,0
"443",1,0,0,0,1,1,7.775,0,0,1,0,1,0,0
"444",0,0,0,1,0,0,13,0,0,1,0,1,0,1
"445",0,0,0,0,1,1,8.1125,0,0,1,0,0,1,1
"446",0,2,1,0,0,1,81.8583,0,0,1,0,1,0,1
"447",0,1,0,1,0,0,19.5,0,0,1,0,1,0,1
"448",0,0,1,0,0,1,26.55,0,0,1,0,1,0,1
"449",2,1,0,0,1,0,19.2583,1,0,0,0,1,0,1
"450",0,0,1,0,0,1,30.5,0,0,1,0,1,0,1
"451",1,2,0,1,0,1,27.75,0,0,1,0,1,0,0
"452",1,0,0,0,1,1,19.9667,0,0,1,0,0,1,0
"453",0,0,1,0,0,1,27.75,1,0,0,0,1,0,0
"454",1,0,1,0,0,1,89.1042,1,0,0,0,1,0,1
"455",0,0,0,0,1,1,8.05,0,0,1,0,0,1,0
"456",0,0,0,0,1,1,7.8958,1,0,0,0,1,0,1
"457",0,0,1,0,0,1,26.55,0,0,1,0,1,0,0
"458",1,0,1,0,0,0,51.8625,0,0,1,0,0,1,1
"459",0,0,0,1,0,0,10.5,0,0,1,0,1,0,1
"460",0,0,0,0,1,1,7.75,0,1,0,0,0,1,0
"461",0,0,1,0,0,1,26.55,0,0,1,0,1,0,1
"462",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"463",0,0,1,0,0,1,38.5,0,0,1,0,1,0,0
"464",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"465",0,0,0,0,1,1,8.05,0,0,1,0,0,1,0
"466",0,0,0,0,1,1,7.05,0,0,1,0,1,0,0
"467",0,0,0,1,0,1,0,0,0,1,0,0,1,0
"468",0,0,1,0,0,1,26.55,0,0,1,0,1,0,0
"469",0,0,0,0,1,1,7.725,0,1,0,0,0,1,0
"470",2,1,0,0,1,0,19.2583,1,0,0,1,0,0,1
"471",0,0,0,0,1,1,7.25,0,0,1,0,0,1,0
"472",0,0,0,0,1,1,8.6625,0,0,1,0,1,0,0
"473",1,2,0,1,0,0,27.75,0,0,1,0,1,0,1
"474",0,0,0,1,0,0,13.7917,1,0,0,0,1,0,1
"475",0,0,0,0,1,0,9.8375,0,0,1,0,1,0,0
"476",0,0,1,0,0,1,52,0,0,1,0,0,1,0
"477",1,0,0,1,0,1,21,0,0,1,0,1,0,0
"478",1,0,0,0,1,1,7.0458,0,0,1,0,1,0,0
"479",0,0,0,0,1,1,7.5208,0,0,1,0,1,0,0
"480",0,1,0,0,1,0,12.2875,0,0,1,1,0,0,1
"481",5,2,0,0,1,1,46.9,0,0,1,0,1,0,0
"482",0,0,0,1,0,1,0,0,0,1,0,0,1,0
"483",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"484",0,0,0,0,1,0,9.5875,0,0,1,0,1,0,1
"485",1,0,1,0,0,1,91.0792,1,0,0,0,1,0,1
"486",3,1,0,0,1,0,25.4667,0,0,1,0,0,1,0
"487",1,0,1,0,0,0,90,0,0,1,0,1,0,1
"488",0,0,1,0,0,1,29.7,1,0,0,0,1,0,0
"489",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"490",1,1,0,0,1,1,15.9,0,0,1,0,1,0,1
"491",1,0,0,0,1,1,19.9667,0,0,1,0,0,1,0
"492",0,0,0,0,1,1,7.25,0,0,1,0,1,0,0
"493",0,0,1,0,0,1,30.5,0,0,1,0,1,0,0
"494",0,0,1,0,0,1,49.5042,1,0,0,0,1,0,0
"495",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"496",0,0,0,0,1,1,14.4583,1,0,0,0,0,1,0
"497",1,0,1,0,0,0,78.2667,1,0,0,0,1,0,1
"498",0,0,0,0,1,1,15.1,0,0,1,0,0,1,0
"499",1,2,1,0,0,0,151.55,0,0,1,0,1,0,0
"500",0,0,0,0,1,1,7.7958,0,0,1,0,1,0,0
"501",0,0,0,0,1,1,8.6625,0,0,1,0,1,0,0
"502",0,0,0,0,1,0,7.75,0,1,0,0,1,0,0
"503",0,0,0,0,1,0,7.6292,0,1,0,0,0,1,0
"504",0,0,0,0,1,0,9.5875,0,0,1,0,1,0,0
"505",0,0,1,0,0,0,86.5,0,0,1,0,1,0,1
"506",1,0,1,0,0,1,108.9,1,0,0,0,1,0,0
"507",0,2,0,1,0,0,26,0,0,1,0,1,0,1
"508",0,0,1,0,0,1,26.55,0,0,1,0,0,1,1
"509",0,0,0,0,1,1,22.525,0,0,1,0,1,0,0
"510",0,0,0,0,1,1,56.4958,0,0,1,0,1,0,1
"511",0,0,0,0,1,1,7.75,0,1,0,0,1,0,1
"512",0,0,0,0,1,1,8.05,0,0,1,0,0,1,0
"513",0,0,1,0,0,1,26.2875,0,0,1,0,1,0,1
"514",1,0,1,0,0,0,59.4,1,0,0,0,1,0,1
"515",0,0,0,0,1,1,7.4958,0,0,1,0,1,0,0
"516",0,0,1,0,0,1,34.0208,0,0,1,0,1,0,0
"517",0,0,0,1,0,0,10.5,0,0,1,0,1,0,1
"518",0,0,0,0,1,1,24.15,0,1,0,0,0,1,0
"519",1,0,0,1,0,0,26,0,0,1,0,1,0,1
"520",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"521",0,0,1,0,0,0,93.5,0,0,1,0,1,0,1
"522",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"523",0,0,0,0,1,1,7.225,1,0,0,0,0,1,0
"524",0,1,1,0,0,0,57.9792,1,0,0,0,1,0,1
"525",0,0,0,0,1,1,7.2292,1,0,0,0,0,1,0
"526",0,0,0,0,1,1,7.75,0,1,0,0,1,0,0
"527",0,0,0,1,0,0,10.5,0,0,1,0,1,0,1
"528",0,0,1,0,0,1,221.7792,0,0,1,0,0,1,0
"529",0,0,0,0,1,1,7.925,0,0,1,0,1,0,0
"530",2,1,0,1,0,1,11.5,0,0,1,0,1,0,0
"531",1,1,0,1,0,0,26,0,0,1,1,0,0,1
"532",0,0,0,0,1,1,7.2292,1,0,0,0,0,1,0
"533",1,1,0,0,1,1,7.2292,1,0,0,0,1,0,0
"534",0,2,0,0,1,0,22.3583,1,0,0,0,0,1,1
"535",0,0,0,0,1,0,8.6625,0,0,1,0,1,0,0
"536",0,2,0,1,0,0,26.25,0,0,1,0,1,0,1
"537",0,0,1,0,0,1,26.55,0,0,1,0,1,0,0
"538",0,0,1,0,0,0,106.425,1,0,0,0,1,0,1
"539",0,0,0,0,1,1,14.5,0,0,1,0,0,1,0
"540",0,2,1,0,0,0,49.5,1,0,0,0,1,0,1
"541",0,2,1,0,0,0,71,0,0,1,0,1,0,1
"542",4,2,0,0,1,0,31.275,0,0,1,0,1,0,0
"543",4,2,0,0,1,0,31.275,0,0,1,0,1,0,0
"544",1,0,0,1,0,1,26,0,0,1,0,1,0,1
"545",1,0,1,0,0,1,106.425,1,0,0,0,1,0,0
"546",0,0,1,0,0,1,26,0,0,1,0,1,0,0
"547",1,0,0,1,0,0,26,0,0,1,0,1,0,1
"548",0,0,0,1,0,1,13.8625,1,0,0,0,0,1,1
"549",1,1,0,0,1,1,20.525,0,0,1,0,1,0,0
"550",1,1,0,1,0,1,36.75,0,0,1,0,1,0,1
"551",0,2,1,0,0,1,110.8833,1,0,0,0,1,0,1
"552",0,0,0,1,0,1,26,0,0,1,0,1,0,0
"553",0,0,0,0,1,1,7.8292,0,1,0,0,0,1,0
"554",0,0,0,0,1,1,7.225,1,0,0,0,1,0,1
"555",0,0,0,0,1,0,7.775,0,0,1,0,1,0,1
"556",0,0,1,0,0,1,26.55,0,0,1,0,1,0,0
"557",1,0,1,0,0,0,39.6,1,0,0,0,1,0,1
"558",0,0,1,0,0,1,227.525,1,0,0,0,0,1,0
"559",1,1,1,0,0,0,79.65,0,0,1,0,1,0,1
"560",1,0,0,0,1,0,17.4,0,0,1,0,1,0,1
"561",0,0,0,0,1,1,7.75,0,1,0,0,0,1,0
"562",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"563",0,0,0,1,0,1,13.5,0,0,1,0,1,0,0
"564",0,0,0,0,1,1,8.05,0,0,1,0,0,1,0
"565",0,0,0,0,1,0,8.05,0,0,1,0,0,1,0
"566",2,0,0,0,1,1,24.15,0,0,1,0,1,0,0
"567",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"568",0,4,0,0,1,0,21.075,0,0,1,0,1,0,0
"569",0,0,0,0,1,1,7.2292,1,0,0,0,0,1,0
"570",0,0,0,0,1,1,7.8542,0,0,1,0,1,0,1
"571",0,0,0,1,0,1,10.5,0,0,1,0,1,0,1
"572",2,0,1,0,0,0,51.4792,0,0,1,0,1,0,1
"573",0,0,1,0,0,1,26.3875,0,0,1,0,1,0,1
"574",0,0,0,0,1,0,7.75,0,1,0,0,0,1,1
"575",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"576",0,0,0,0,1,1,14.5,0,0,1,0,1,0,0
"577",0,0,0,1,0,0,13,0,0,1,0,1,0,1
"578",1,0,1,0,0,0,55.9,0,0,1,0,1,0,1
"579",1,0,0,0,1,0,14.4583,1,0,0,0,0,1,0
"580",0,0,0,0,1,1,7.925,0,0,1,0,1,0,1
"581",1,1,0,1,0,0,30,0,0,1,0,1,0,1
"582",1,1,1,0,0,0,110.8833,1,0,0,0,1,0,1
"583",0,0,0,1,0,1,26,0,0,1,0,1,0,0
"584",0,0,1,0,0,1,40.125,1,0,0,0,1,0,0
"585",0,0,0,0,1,1,8.7125,1,0,0,0,0,1,0
"586",0,2,1,0,0,0,79.65,0,0,1,0,1,0,1
"587",0,0,0,1,0,1,15,0,0,1,0,1,0,0
"588",1,1,1,0,0,1,79.2,1,0,0,0,1,0,1
"589",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"590",0,0,0,0,1,1,8.05,0,0,1,0,0,1,0
"591",0,0,0,0,1,1,7.125,0,0,1,0,1,0,0
"592",1,0,1,0,0,0,78.2667,1,0,0,0,1,0,1
"593",0,0,0,0,1,1,7.25,0,0,1,0,1,0,0
"594",0,2,0,0,1,0,7.75,0,1,0,0,0,1,0
"595",1,0,0,1,0,1,26,0,0,1,0,1,0,0
"596",1,1,0,0,1,1,24.15,0,0,1,0,1,0,0
"597",0,0,0,1,0,0,33,0,0,1,0,0,1,1
"598",0,0,0,0,1,1,0,0,0,1,0,1,0,0
"599",0,0,0,0,1,1,7.225,1,0,0,0,0,1,0
"600",1,0,1,0,0,1,56.9292,1,0,0,0,1,0,1
"601",2,1,0,1,0,0,27,0,0,1,0,1,0,1
"602",0,0,0,0,1,1,7.8958,0,0,1,0,0,1,0
"603",0,0,1,0,0,1,42.4,0,0,1,0,0,1,0
"604",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"605",0,0,1,0,0,1,26.55,1,0,0,0,1,0,1
"606",1,0,0,0,1,1,15.55,0,0,1,0,1,0,0
"607",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"608",0,0,1,0,0,1,30.5,0,0,1,0,1,0,1
"609",1,2,0,1,0,0,41.5792,1,0,0,0,1,0,1
"610",0,0,1,0,0,0,153.4625,0,0,1,0,1,0,1
"611",1,5,0,0,1,0,31.275,0,0,1,0,1,0,0
"612",0,0,0,0,1,1,7.05,0,0,1,0,0,1,0
"613",1,0,0,0,1,0,15.5,0,1,0,0,0,1,1
"614",0,0,0,0,1,1,7.75,0,1,0,0,0,1,0
"615",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"616",1,2,0,1,0,0,65,0,0,1,0,1,0,1
"617",1,1,0,0,1,1,14.4,0,0,1,0,1,0,0
"618",1,0,0,0,1,0,16.1,0,0,1,0,1,0,0
"619",2,1,0,1,0,0,39,0,0,1,0,1,0,1
"620",0,0,0,1,0,1,10.5,0,0,1,0,1,0,0
"621",1,0,0,0,1,1,14.4542,1,0,0,0,1,0,0
"622",1,0,1,0,0,1,52.5542,0,0,1,0,1,0,1
"623",1,1,0,0,1,1,15.7417,1,0,0,0,1,0,1
"624",0,0,0,0,1,1,7.8542,0,0,1,0,1,0,0
"625",0,0,0,0,1,1,16.1,0,0,1,0,1,0,0
"626",0,0,1,0,0,1,32.3208,0,0,1,0,1,0,0
"627",0,0,0,1,0,1,12.35,0,1,0,0,1,0,0
"628",0,0,1,0,0,0,77.9583,0,0,1,0,1,0,1
"629",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"630",0,0,0,0,1,1,7.7333,0,1,0,0,0,1,0
"631",0,0,1,0,0,1,30,0,0,1,0,1,0,1
"632",0,0,0,0,1,1,7.0542,0,0,1,0,1,0,0
"633",0,0,1,0,0,1,30.5,1,0,0,0,1,0,1
"634",0,0,1,0,0,1,0,0,0,1,0,0,1,0
"635",3,2,0,0,1,0,27.9,0,0,1,0,1,0,0
"636",0,0,0,1,0,0,13,0,0,1,0,1,0,1
"637",0,0,0,0,1,1,7.925,0,0,1,0,1,0,0
"638",1,1,0,1,0,1,26.25,0,0,1,0,1,0,0
"639",0,5,0,0,1,0,39.6875,0,0,1,0,1,0,0
"640",1,0,0,0,1,1,16.1,0,0,1,0,0,1,0
"641",0,0,0,0,1,1,7.8542,0,0,1,0,1,0,0
"642",0,0,1,0,0,0,69.3,1,0,0,0,1,0,1
"643",3,2,0,0,1,0,27.9,0,0,1,1,0,0,0
"644",0,0,0,0,1,1,56.4958,0,0,1,0,0,1,1
"645",2,1,0,0,1,0,19.2583,1,0,0,1,0,0,1
"646",1,0,1,0,0,1,76.7292,1,0,0,0,1,0,1
"647",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"648",0,0,1,0,0,1,35.5,1,0,0,0,1,0,1
"649",0,0,0,0,1,1,7.55,0,0,1,0,0,1,0
"650",0,0,0,0,1,0,7.55,0,0,1,0,1,0,1
"651",0,0,0,0,1,1,7.8958,0,0,1,0,0,1,0
"652",0,1,0,1,0,0,23,0,0,1,0,1,0,1
"653",0,0,0,0,1,1,8.4333,0,0,1,0,1,0,0
"654",0,0,0,0,1,0,7.8292,0,1,0,0,0,1,1
"655",0,0,0,0,1,0,6.75,0,1,0,0,1,0,0
"656",2,0,0,1,0,1,73.5,0,0,1,0,1,0,0
"657",0,0,0,0,1,1,7.8958,0,0,1,0,0,1,0
"658",1,1,0,0,1,0,15.5,0,1,0,0,1,0,0
"659",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"660",0,2,1,0,0,1,113.275,1,0,0,0,1,0,0
"661",2,0,1,0,0,1,133.65,0,0,1,0,1,0,1
"662",0,0,0,0,1,1,7.225,1,0,0,0,1,0,0
"663",0,0,1,0,0,1,25.5875,0,0,1,0,1,0,0
"664",0,0,0,0,1,1,7.4958,0,0,1,0,1,0,0
"665",1,0,0,0,1,1,7.925,0,0,1,0,1,0,1
"666",2,0,0,1,0,1,73.5,0,0,1,0,1,0,0
"667",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"668",0,0,0,0,1,1,7.775,0,0,1,0,0,1,0
"669",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"670",1,0,1,0,0,0,52,0,0,1,0,0,1,1
"671",1,1,0,1,0,0,39,0,0,1,0,1,0,1
"672",1,0,1,0,0,1,52,0,0,1,0,1,0,0
"673",0,0,0,1,0,1,10.5,0,0,1,0,1,0,0
"674",0,0,0,1,0,1,13,0,0,1,0,1,0,1
"675",0,0,0,1,0,1,0,0,0,1,0,0,1,0
"676",0,0,0,0,1,1,7.775,0,0,1,0,1,0,0
"677",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"678",0,0,0,0,1,0,9.8417,0,0,1,0,1,0,1
"679",1,6,0,0,1,0,46.9,0,0,1,0,1,0,0
"680",0,1,1,0,0,1,512.3292,1,0,0,0,1,0,1
"681",0,0,0,0,1,0,8.1375,0,1,0,0,0,1,0
"682",0,0,1,0,0,1,76.7292,1,0,0,0,1,0,1
"683",0,0,0,0,1,1,9.225,0,0,1,0,1,0,0
"684",5,2,0,0,1,1,46.9,0,0,1,0,1,0,0
"685",1,1,0,1,0,1,39,0,0,1,0,1,0,0
"686",1,2,0,1,0,1,41.5792,1,0,0,0,1,0,0
"687",4,1,0,0,1,1,39.6875,0,0,1,0,1,0,0
"688",0,0,0,0,1,1,10.1708,0,0,1,0,1,0,0
"689",0,0,0,0,1,1,7.7958,0,0,1,0,1,0,0
"690",0,1,1,0,0,0,211.3375,0,0,1,0,1,0,1
"691",1,0,1,0,0,1,57,0,0,1,0,1,0,1
"692",0,1,0,0,1,0,13.4167,1,0,0,0,1,0,1
"693",0,0,0,0,1,1,56.4958,0,0,1,0,0,1,1
"694",0,0,0,0,1,1,7.225,1,0,0,0,1,0,0
"695",0,0,1,0,0,1,26.55,0,0,1,0,1,0,0
"696",0,0,0,1,0,1,13.5,0,0,1,0,1,0,0
"697",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"698",0,0,0,0,1,0,7.7333,0,1,0,0,0,1,1
"699",1,1,1,0,0,1,110.8833,1,0,0,0,1,0,0
"700",0,0,0,0,1,1,7.65,0,0,1,0,1,0,0
"701",1,0,1,0,0,0,227.525,1,0,0,0,1,0,1
"702",0,0,1,0,0,1,26.2875,0,0,1,0,1,0,1
"703",0,1,0,0,1,0,14.4542,1,0,0,0,1,0,0
"704",0,0,0,0,1,1,7.7417,0,1,0,0,1,0,0
"705",1,0,0,0,1,1,7.8542,0,0,1,0,1,0,0
"706",0,0,0,1,0,1,26,0,0,1,0,1,0,0
"707",0,0,0,1,0,0,13.5,0,0,1,0,1,0,1
"708",0,0,1,0,0,1,26.2875,0,0,1,0,1,0,1
"709",0,0,1,0,0,0,151.55,0,0,1,0,1,0,1
"710",1,1,0,0,1,1,15.2458,1,0,0,0,0,1,1
"711",0,0,1,0,0,0,49.5042,1,0,0,0,1,0,1
"712",0,0,1,0,0,1,26.55,0,0,1,0,0,1,0
"713",1,0,1,0,0,1,52,0,0,1,0,1,0,1
"714",0,0,0,0,1,1,9.4833,0,0,1,0,1,0,0
"715",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"716",0,0,0,0,1,1,7.65,0,0,1,0,1,0,0
"717",0,0,1,0,0,0,227.525,1,0,0,0,1,0,1
"718",0,0,0,1,0,0,10.5,0,0,1,0,1,0,1
"719",0,0,0,0,1,1,15.5,0,1,0,0,0,1,0
"720",0,0,0,0,1,1,7.775,0,0,1,0,1,0,0
"721",0,1,0,1,0,0,33,0,0,1,0,1,0,1
"722",1,0,0,0,1,1,7.0542,0,0,1,0,1,0,0
"723",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"724",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"725",1,0,1,0,0,1,53.1,0,0,1,0,1,0,1
"726",0,0,0,0,1,1,8.6625,0,0,1,0,1,0,0
"727",3,0,0,1,0,0,21,0,0,1,0,1,0,1
"728",0,0,0,0,1,0,7.7375,0,1,0,0,0,1,1
"729",1,0,0,1,0,1,26,0,0,1,0,1,0,0
"730",1,0,0,0,1,0,7.925,0,0,1,0,1,0,0
"731",0,0,1,0,0,0,211.3375,0,0,1,0,1,0,1
"732",0,0,0,0,1,1,18.7875,1,0,0,0,1,0,0
"733",0,0,0,1,0,1,0,0,0,1,0,0,1,0
"734",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"735",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"736",0,0,0,0,1,1,16.1,0,0,1,0,1,0,0
"737",1,3,0,0,1,0,34.375,0,0,1,0,1,0,0
"738",0,0,1,0,0,1,512.3292,1,0,0,0,1,0,1
"739",0,0,0,0,1,1,7.8958,0,0,1,0,0,1,0
"740",0,0,0,0,1,1,7.8958,0,0,1,0,0,1,0
"741",0,0,1,0,0,1,30,0,0,1,0,0,1,1
"742",1,0,1,0,0,1,78.85,0,0,1,0,1,0,0
"743",2,2,1,0,0,0,262.375,1,0,0,0,1,0,1
"744",1,0,0,0,1,1,16.1,0,0,1,0,1,0,0
"745",0,0,0,0,1,1,7.925,0,0,1,0,1,0,1
"746",1,1,1,0,0,1,71,0,0,1,0,1,0,0
"747",1,1,0,0,1,1,20.25,0,0,1,0,1,0,0
"748",0,0,0,1,0,0,13,0,0,1,0,1,0,1
"749",1,0,1,0,0,1,53.1,0,0,1,0,1,0,0
"750",0,0,0,0,1,1,7.75,0,1,0,0,1,0,0
"751",1,1,0,1,0,0,23,0,0,1,0,1,0,1
"752",0,1,0,0,1,1,12.475,0,0,1,0,1,0,1
"753",0,0,0,0,1,1,9.5,0,0,1,0,1,0,0
"754",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"755",1,2,0,1,0,0,65,0,0,1,0,1,0,1
"756",1,1,0,1,0,1,14.5,0,0,1,1,0,0,1
"757",0,0,0,0,1,1,7.7958,0,0,1,0,1,0,0
"758",0,0,0,1,0,1,11.5,0,0,1,0,1,0,0
"759",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"760",0,0,1,0,0,0,86.5,0,0,1,0,1,0,1
"761",0,0,0,0,1,1,14.5,0,0,1,0,0,1,0
"762",0,0,0,0,1,1,7.125,0,0,1,0,1,0,0
"763",0,0,0,0,1,1,7.2292,1,0,0,0,1,0,1
"764",1,2,1,0,0,0,120,0,0,1,0,1,0,1
"765",0,0,0,0,1,1,7.775,0,0,1,0,1,0,0
"766",1,0,1,0,0,0,77.9583,0,0,1,0,1,0,1
"767",0,0,1,0,0,1,39.6,1,0,0,0,0,1,0
"768",0,0,0,0,1,0,7.75,0,1,0,0,1,0,0
"769",1,0,0,0,1,1,24.15,0,1,0,0,0,1,0
"770",0,0,0,0,1,1,8.3625,0,0,1,0,1,0,0
"771",0,0,0,0,1,1,9.5,0,0,1,0,1,0,0
"772",0,0,0,0,1,1,7.8542,0,0,1,0,1,0,0
"773",0,0,0,1,0,0,10.5,0,0,1,0,1,0,0
"774",0,0,0,0,1,1,7.225,1,0,0,0,0,1,0
"775",1,3,0,1,0,0,23,0,0,1,0,1,0,1
"776",0,0,0,0,1,1,7.75,0,0,1,0,1,0,0
"777",0,0,0,0,1,1,7.75,0,1,0,0,0,1,0
"778",0,0,0,0,1,0,12.475,0,0,1,0,1,0,1
"779",0,0,0,0,1,1,7.7375,0,1,0,0,0,1,0
"780",0,1,1,0,0,0,211.3375,0,0,1,0,1,0,1
"781",0,0,0,0,1,0,7.2292,1,0,0,0,1,0,1
"782",1,0,1,0,0,0,57,0,0,1,0,1,0,1
"783",0,0,1,0,0,1,30,0,0,1,0,1,0,0
"784",1,2,0,0,1,1,23.45,0,0,1,0,0,1,0
"785",0,0,0,0,1,1,7.05,0,0,1,0,1,0,0
"786",0,0,0,0,1,1,7.25,0,0,1,0,1,0,0
"787",0,0,0,0,1,0,7.4958,0,0,1,0,1,0,1
"788",4,1,0,0,1,1,29.125,0,1,0,0,1,0,0
"789",1,2,0,0,1,1,20.575,0,0,1,1,0,0,1
"790",0,0,1,0,0,1,79.2,1,0,0,0,1,0,0
"791",0,0,0,0,1,1,7.75,0,1,0,0,0,1,0
"792",0,0,0,1,0,1,26,0,0,1,0,1,0,0
"793",8,2,0,0,1,0,69.55,0,0,1,0,0,1,0
"794",0,0,1,0,0,1,30.6958,1,0,0,0,0,1,0
"795",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"796",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"797",0,0,1,0,0,0,25.9292,0,0,1,0,1,0,1
"798",0,0,0,0,1,0,8.6833,0,0,1,0,1,0,1
"799",0,0,0,0,1,1,7.2292,1,0,0,0,1,0,0
"800",1,1,0,0,1,0,24.15,0,0,1,0,1,0,0
"801",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"802",1,1,0,1,0,0,26.25,0,0,1,0,1,0,1
"803",1,2,1,0,0,1,120,0,0,1,0,1,0,1
"804",0,1,0,0,1,1,8.5167,1,0,0,1,0,0,1
"805",0,0,0,0,1,1,6.975,0,0,1,0,1,0,1
"806",0,0,0,0,1,1,7.775,0,0,1,0,1,0,0
"807",0,0,1,0,0,1,0,0,0,1,0,1,0,0
"808",0,0,0,0,1,0,7.775,0,0,1,0,1,0,0
"809",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"810",1,0,1,0,0,0,53.1,0,0,1,0,1,0,1
"811",0,0,0,0,1,1,7.8875,0,0,1,0,1,0,0
"812",0,0,0,0,1,1,24.15,0,0,1,0,1,0,0
"813",0,0,0,1,0,1,10.5,0,0,1,0,1,0,0
"814",4,2,0,0,1,0,31.275,0,0,1,0,1,0,0
"815",0,0,0,0,1,1,8.05,0,0,1,0,1,0,0
"816",0,0,1,0,0,1,0,0,0,1,0,0,1,0
"817",0,0,0,0,1,0,7.925,0,0,1,0,1,0,0
"818",1,1,0,1,0,1,37.0042,1,0,0,0,1,0,0
"819",0,0,0,0,1,1,6.45,0,0,1,0,1,0,0
"820",3,2,0,0,1,1,27.9,0,0,1,0,1,0,0
"821",1,1,1,0,0,0,93.5,0,0,1,0,1,0,1
"822",0,0,0,0,1,1,8.6625,0,0,1,0,1,0,1
"823",0,0,1,0,0,1,0,0,0,1,0,1,0,0
"824",0,1,0,0,1,0,12.475,0,0,1,0,1,0,1
"825",4,1,0,0,1,1,39.6875,0,0,1,1,0,0,0
"826",0,0,0,0,1,1,6.95,0,1,0,0,0,1,0
"827",0,0,0,0,1,1,56.4958,0,0,1,0,0,1,0
"828",0,2,0,1,0,1,37.0042,1,0,0,1,0,0,1
"829",0,0,0,0,1,1,7.75,0,1,0,0,0,1,1
"830",0,0,1,0,0,0,80,0,0,0,0,1,0,1
"831",1,0,0,0,1,0,14.4542,1,0,0,0,1,0,1
"832",1,1,0,1,0,1,18.75,0,0,1,1,0,0,1
"833",0,0,0,0,1,1,7.2292,1,0,0,0,0,1,0
"834",0,0,0,0,1,1,7.8542,0,0,1,0,1,0,0
"835",0,0,0,0,1,1,8.3,0,0,1,0,1,0,0
"836",1,1,1,0,0,0,83.1583,1,0,0,0,1,0,1
"837",0,0,0,0,1,1,8.6625,0,0,1,0,1,0,0
"838",0,0,0,0,1,1,8.05,0,0,1,0,0,1,0
"839",0,0,0,0,1,1,56.4958,0,0,1,0,1,0,1
"840",0,0,1,0,0,1,29.7,1,0,0,0,0,1,1
"841",0,0,0,0,1,1,7.925,0,0,1,0,1,0,0
"842",0,0,0,1,0,1,10.5,0,0,1,0,1,0,0
