@relation df
@attribute PassengerId numeric
@attribute SibSp numeric
@attribute Parch numeric
@attribute CabinCat numeric
@attribute TicketId numeric
@attribute Age numeric
@attribute Class.1 numeric
@attribute Class.2 numeric
@attribute Class.3 numeric
@attribute Gender numeric
@attribute Fare.1 numeric
@attribute Fare.2 numeric
@attribute Fare.3 numeric
@attribute Embarked.C numeric
@attribute Embarked.Q numeric
@attribute Embarked.S numeric
@attribute Embarked.NA numeric
@attribute Survived {0,1}
@data
367,1,0,4,5,60,1,0,0,0,0,1,0,1,0,0,0,1
368,0,0,0,176,29.6991176470588,0,0,1,0,1,0,0,1,0,0,0,1
369,0,0,0,79,9,0,0,1,0,1,0,0,0,1,0,0,1
370,0,0,2,582,24,1,0,0,0,0,1,0,1,0,0,0,1
371,1,0,5,59,25,1,0,0,1,0,1,0,1,0,0,0,1
372,1,0,0,245,18,0,0,1,1,1,0,0,0,0,1,0,0
373,0,0,0,274,19,0,0,1,1,1,0,0,0,0,1,0,0
374,0,0,3,614,22,1,0,0,1,0,0,1,1,0,0,0,0
375,3,1,0,396,3,0,0,1,0,0,1,0,0,0,1,0,0
376,1,0,0,601,29.6991176470588,1,0,0,0,0,1,0,1,0,0,0,1
377,0,0,0,546,22,0,0,1,0,1,0,0,0,0,1,0,1
378,0,2,3,28,27,1,0,0,1,0,0,1,1,0,0,0,0
379,0,0,0,184,20,0,0,1,1,1,0,0,1,0,0,0,0
380,0,0,0,325,19,0,0,1,1,1,0,0,0,0,1,0,0
381,0,0,3,611,42,1,0,0,0,0,0,1,1,0,0,0,1
382,0,2,0,188,1,0,0,1,0,0,1,0,1,0,0,0,1
383,0,0,0,666,32,0,0,1,1,1,0,0,0,0,1,0,0
384,1,0,0,44,35,1,0,0,0,0,1,0,0,0,1,0,1
385,0,0,0,372,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
386,0,0,0,622,18,0,1,0,1,0,1,0,0,0,1,0,0
387,3,2,0,567,1,0,0,1,1,0,1,0,0,0,1,0,0
388,0,0,0,221,36,0,1,0,0,0,1,0,0,0,1,0,1
389,0,0,0,448,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
390,0,0,0,626,17,0,1,0,0,0,1,0,1,0,0,0,1
391,1,2,2,34,36,1,0,0,1,0,0,1,0,0,1,0,1
392,0,0,0,402,21,0,0,1,1,1,0,0,0,0,1,0,1
393,2,0,0,247,28,0,0,1,1,1,0,0,0,0,1,0,0
394,1,0,4,417,23,1,0,0,0,0,0,1,1,0,0,0,1
395,0,2,7,617,24,0,0,1,0,0,1,0,0,0,1,0,1
396,0,0,0,411,22,0,0,1,1,1,0,0,0,0,1,0,0
397,0,0,0,415,31,0,0,1,0,1,0,0,0,0,1,0,0
398,0,0,0,227,46,0,1,0,1,0,1,0,0,0,1,0,0
399,0,0,0,147,23,0,1,0,1,0,1,0,0,0,1,0,0
400,0,0,0,141,28,0,1,0,0,0,1,0,0,0,1,0,1
401,0,0,0,664,39,0,0,1,1,1,0,0,0,0,1,0,1
402,0,0,0,293,26,0,0,1,1,1,0,0,0,0,1,0,0
403,1,0,0,493,21,0,0,1,0,1,0,0,0,0,1,0,0
404,1,0,0,669,28,0,0,1,1,0,1,0,0,0,1,0,0
405,0,0,0,268,20,0,0,1,0,1,0,0,0,0,1,0,0
406,1,0,0,231,34,0,1,0,1,0,1,0,0,0,1,0,0
407,0,0,0,322,51,0,0,1,1,1,0,0,0,0,1,0,0
408,1,1,0,238,3,0,1,0,1,0,1,0,0,0,1,0,1
409,0,0,0,256,21,0,0,1,1,1,0,0,0,0,1,0,0
410,3,1,0,489,9,0,0,1,0,0,1,0,0,0,1,0,0
411,0,0,0,368,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
412,0,0,0,488,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
413,1,0,3,93,33,1,0,0,0,0,1,0,0,1,0,0,1
414,0,0,0,136,29.6991176470588,0,1,0,1,1,0,0,0,0,1,0,0
415,0,0,0,656,44,0,0,1,1,1,0,0,0,0,1,0,1
416,0,0,0,296,29.6991176470588,0,0,1,0,1,0,0,0,0,1,0,0
417,1,1,0,225,34,0,1,0,0,0,1,0,0,0,1,0,1
418,0,2,0,169,18,0,1,0,0,0,1,0,0,0,1,0,1
419,0,0,0,226,30,0,1,0,1,0,1,0,0,0,1,0,0
420,0,2,0,308,10,0,0,1,0,0,1,0,0,0,1,0,0
421,0,0,0,393,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
422,0,0,0,535,21,0,0,1,1,1,0,0,0,1,0,0,0
423,0,0,0,260,29,0,0,1,1,1,0,0,0,0,1,0,0
424,1,1,0,332,28,0,0,1,0,0,1,0,0,0,1,0,0
425,1,1,0,459,18,0,0,1,1,0,1,0,0,0,1,0,0
426,0,0,0,522,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
427,1,0,0,101,28,0,1,0,0,0,1,0,0,0,1,0,1
428,0,0,0,171,19,0,1,0,0,0,1,0,0,0,1,0,1
429,0,0,0,438,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
430,0,0,5,645,32,0,0,1,1,1,0,0,0,0,1,0,1
431,0,0,3,4,28,1,0,0,1,0,1,0,0,0,1,0,1
432,1,0,0,477,29.6991176470588,0,0,1,0,0,1,0,0,0,1,0,1
433,1,0,0,628,42,0,1,0,0,0,1,0,0,0,1,0,1
434,0,0,0,658,17,0,0,1,1,1,0,0,0,0,1,0,0
435,1,0,5,73,50,1,0,0,1,0,1,0,0,0,1,0,0
436,1,2,2,34,14,1,0,0,0,0,0,1,0,0,1,0,1
437,2,2,0,677,21,0,0,1,0,0,1,0,0,0,1,0,0
438,2,3,0,238,24,0,1,0,0,0,1,0,0,0,1,0,1
439,1,3,3,96,64,1,0,0,1,0,0,1,0,0,1,0,0
440,0,0,0,548,31,0,1,0,1,0,1,0,0,0,1,0,0
441,1,1,0,572,45,0,1,0,0,0,1,0,0,0,1,0,1
442,0,0,0,306,20,0,0,1,1,1,0,0,0,0,1,0,0
443,1,0,0,329,25,0,0,1,1,1,0,0,0,0,1,0,0
444,0,0,0,117,28,0,1,0,0,0,1,0,0,0,1,0,1
445,0,0,0,500,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,1
446,0,2,1,290,4,1,0,0,1,0,1,0,0,0,1,0,1
447,0,1,0,163,13,0,1,0,0,0,1,0,0,0,1,0,1
448,0,0,0,46,34,1,0,0,1,0,1,0,0,0,1,0,1
449,2,1,0,195,5,0,0,1,0,0,1,0,1,0,0,0,1
450,0,0,3,41,52,1,0,0,1,0,1,0,0,0,1,0,1
451,1,2,0,562,36,0,1,0,1,0,1,0,0,0,1,0,0
452,1,0,0,498,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
453,0,0,3,23,30,1,0,0,1,0,1,0,1,0,0,0,0
454,1,0,3,85,49,1,0,0,1,0,1,0,1,0,0,0,1
455,0,0,0,529,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
456,0,0,0,380,29,0,0,1,1,1,0,0,1,0,0,0,1
457,0,0,5,74,65,1,0,0,1,0,1,0,0,0,1,0,0
458,1,0,4,87,29.6991176470588,1,0,0,0,0,1,0,0,0,1,0,1
459,0,0,0,573,50,0,1,0,0,0,1,0,0,0,1,0,1
460,0,0,0,469,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
461,0,0,5,97,48,1,0,0,1,0,1,0,0,0,1,0,1
462,0,0,0,430,34,0,0,1,1,1,0,0,0,0,1,0,0
463,0,0,5,7,47,1,0,0,1,0,1,0,0,0,1,0,0
464,0,0,0,122,48,0,1,0,1,0,1,0,0,0,1,0,0
465,0,0,0,540,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
466,0,0,0,640,38,0,0,1,1,1,0,0,0,0,1,0,0
467,0,0,0,136,29.6991176470588,0,1,0,1,1,0,0,0,0,1,0,0
468,0,0,0,45,56,1,0,0,1,0,1,0,0,0,1,0,0
469,0,0,0,422,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
470,2,1,0,195,0.75,0,0,1,0,0,1,0,1,0,0,0,1
471,0,0,0,273,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
472,0,0,0,264,38,0,0,1,1,1,0,0,0,0,1,0,0
473,1,2,0,562,33,0,1,0,0,0,1,0,0,0,1,0,1
474,0,0,4,629,23,0,1,0,0,0,1,0,1,0,0,0,1
475,0,0,0,510,22,0,0,1,0,1,0,0,0,0,1,0,0
476,0,0,3,3,29.6991176470588,1,0,0,1,0,1,0,0,0,1,0,0
477,1,0,0,253,34,0,1,0,1,0,1,0,0,0,1,0,0
478,1,0,0,316,29,0,0,1,1,1,0,0,0,0,1,0,0
479,0,0,0,412,22,0,0,1,1,1,0,0,0,0,1,0,0
480,0,1,0,252,2,0,0,1,0,0,1,0,0,0,1,0,1
481,3,2,0,567,9,0,0,1,1,0,1,0,0,0,1,0,0
482,0,0,0,137,29.6991176470588,0,1,0,1,1,0,0,0,0,1,0,0
483,0,0,0,532,50,0,0,1,1,1,0,0,0,0,1,0,0
484,0,0,0,490,63,0,0,1,0,1,0,0,0,0,1,0,1
485,1,0,2,65,25,1,0,0,1,0,1,0,1,0,0,0,1
486,3,1,0,489,9,0,0,1,0,0,1,0,0,0,1,0,0
487,1,0,3,94,35,1,0,0,0,0,1,0,0,0,1,0,1
488,0,0,2,62,58,1,0,0,1,0,1,0,1,0,0,0,0
489,0,0,0,518,30,0,0,1,1,1,0,0,0,0,1,0,0
490,1,1,0,563,9,0,0,1,1,0,1,0,0,0,1,0,1
491,1,0,0,499,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
492,0,0,0,650,21,0,0,1,1,1,0,0,0,0,1,0,0
493,0,0,3,42,55,1,0,0,1,0,1,0,0,0,1,0,0
494,0,0,0,604,71,1,0,0,1,0,1,0,1,0,0,0,0
495,0,0,0,519,21,0,0,1,1,1,0,0,0,0,1,0,0
496,0,0,0,177,29.6991176470588,0,0,1,1,0,1,0,1,0,0,0,0
497,1,0,4,455,54,1,0,0,0,0,1,0,1,0,0,0,1
498,0,0,0,565,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
499,1,2,3,38,25,1,0,0,0,0,0,1,0,0,1,0,0
500,0,0,0,403,24,0,0,1,1,1,0,0,0,0,1,0,0
501,0,0,0,262,17,0,0,1,1,1,0,0,0,0,1,0,0
502,0,0,0,434,21,0,0,1,0,1,0,0,0,1,0,0,0
503,0,0,0,277,9,0,0,1,0,1,0,0,0,1,0,0,0
504,0,0,0,491,37,0,0,1,0,1,0,0,0,0,1,0,0
505,0,0,2,1,16,1,0,0,0,0,1,0,0,0,1,0,1
506,1,0,3,612,18,1,0,0,1,0,0,1,1,0,0,0,0
507,0,2,0,181,33,0,1,0,0,0,1,0,0,0,1,0,1
508,0,0,0,11,29.6991176470588,1,0,0,1,0,1,0,0,0,1,0,1
509,0,0,0,543,28,0,0,1,1,0,1,0,0,0,1,0,0
510,0,0,0,81,26,0,0,1,1,0,1,0,0,0,1,0,1
511,0,0,0,480,29,0,0,1,1,1,0,0,0,1,0,0,1
512,0,0,0,649,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
513,0,0,5,578,36,1,0,0,1,0,1,0,0,0,1,0,1
514,1,0,0,600,54,1,0,0,0,0,1,0,1,0,0,0,1
515,0,0,0,357,24,0,0,1,1,1,0,0,0,0,1,0,0
516,0,0,4,457,47,1,0,0,1,0,1,0,0,0,1,0,0
517,0,0,6,561,34,0,1,0,0,0,1,0,0,0,1,0,1
518,0,0,0,470,29.6991176470588,0,0,1,1,0,1,0,0,1,0,0,0
519,1,0,0,111,36,0,1,0,0,0,1,0,0,0,1,0,1
520,0,0,0,382,32,0,0,1,1,1,0,0,0,0,1,0,0
521,0,0,2,68,30,1,0,0,0,0,1,0,0,0,1,0,1
522,0,0,0,391,22,0,0,1,1,1,0,0,0,0,1,0,0
523,0,0,0,174,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
524,0,1,2,8,44,1,0,0,0,0,1,0,1,0,0,0,1
525,0,0,0,218,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
526,0,0,0,447,40.5,0,0,1,1,1,0,0,0,1,0,0,0
527,0,0,0,674,50,0,1,0,0,0,1,0,0,0,1,0,1
528,0,0,3,584,29.6991176470588,1,0,0,1,0,0,1,0,0,1,0,0
529,0,0,0,251,39,0,0,1,1,1,0,0,0,0,1,0,0
530,2,1,0,236,23,0,1,0,1,0,1,0,0,0,1,0,0
531,1,1,0,181,2,0,1,0,0,0,1,0,0,0,1,0,1
532,0,0,0,182,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
533,1,1,0,211,17,0,0,1,1,1,0,0,1,0,0,0,0
534,0,2,6,197,29.6991176470588,0,0,1,0,0,1,0,1,0,0,0,1
535,0,0,0,261,30,0,0,1,0,1,0,0,0,0,1,0,0
536,0,2,0,572,7,0,1,0,0,0,1,0,0,0,1,0,1
537,0,0,2,22,45,1,0,0,1,0,1,0,0,0,1,0,0
538,0,0,3,615,30,1,0,0,0,0,0,1,1,0,0,0,1
539,0,0,0,427,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
540,0,2,2,76,22,1,0,0,0,0,1,0,1,0,0,0,1
541,0,2,2,681,36,1,0,0,0,0,1,0,0,0,1,0,1
542,3,2,0,334,9,0,0,1,0,0,1,0,0,0,1,0,0
543,3,2,0,334,11,0,0,1,0,0,1,0,0,0,1,0,0
544,1,0,0,234,32,0,1,0,1,0,1,0,0,0,1,0,1
545,1,0,3,615,50,1,0,0,1,0,0,1,1,0,0,0,0
546,0,0,0,502,64,1,0,0,1,0,1,0,0,0,1,0,0
547,1,0,0,234,19,0,1,0,0,0,1,0,0,0,1,0,1
548,0,0,0,633,29.6991176470588,0,1,0,1,0,1,0,1,0,0,0,1
549,1,1,0,424,33,0,0,1,1,0,1,0,0,0,1,0,0
550,1,1,0,559,8,0,1,0,1,0,1,0,0,0,1,0,1
551,0,2,3,84,17,1,0,0,1,0,0,1,1,0,0,0,1
552,0,0,0,149,27,0,1,0,1,0,1,0,0,0,1,0,0
553,0,0,0,285,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
554,0,0,0,172,22,0,0,1,1,1,0,0,1,0,0,0,1
555,0,0,0,336,22,0,0,1,0,1,0,0,0,0,1,0,1
556,0,0,0,53,62,1,0,0,1,0,1,0,0,0,1,0,0
557,1,0,1,58,48,1,0,0,0,0,1,0,1,0,0,0,1
558,0,0,3,611,29.6991176470588,1,0,0,1,0,0,1,1,0,0,0,0
559,1,1,5,2,39,1,0,0,0,0,1,0,0,0,1,0,1
560,1,0,0,301,36,0,0,1,0,0,1,0,0,0,1,0,1
561,0,0,0,472,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
562,0,0,0,390,40,0,0,1,1,1,0,0,0,0,1,0,0
563,0,0,0,104,28,0,1,0,1,0,1,0,0,0,1,0,0
564,0,0,0,652,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
565,0,0,0,646,9,0,0,1,0,1,0,0,0,0,1,0,0
566,2,0,0,520,24,0,0,1,1,0,1,0,0,0,1,0,0
567,0,0,0,353,19,0,0,1,1,1,0,0,0,0,1,0,0
568,0,3,0,396,29,0,0,1,0,0,1,0,0,0,1,0,0
569,0,0,0,208,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
570,0,0,0,416,32,0,0,1,1,1,0,0,0,0,1,0,1
571,0,0,0,625,62,0,1,0,1,0,1,0,0,0,1,0,1
572,2,0,3,61,53,1,0,0,0,0,1,0,0,0,1,0,1
573,0,0,5,579,36,1,0,0,1,0,1,0,0,0,1,0,1
574,0,0,0,78,9,0,0,1,0,1,0,0,0,1,0,0,1
575,0,0,0,521,16,0,0,1,1,1,0,0,0,0,1,0,0
576,0,0,0,421,19,0,0,1,1,0,1,0,0,0,1,0,0
577,0,0,0,144,34,0,1,0,0,0,1,0,0,0,1,0,1
578,1,0,5,73,39,1,0,0,0,0,1,0,0,0,1,0,1
579,1,0,0,210,29.6991176470588,0,0,1,0,0,1,0,1,0,0,0,0
580,0,0,0,662,32,0,0,1,1,1,0,0,0,0,1,0,1
581,1,1,0,134,25,0,1,0,0,0,1,0,0,0,1,0,1
582,1,1,3,84,39,1,0,0,0,0,0,1,1,0,0,0,1
583,0,0,0,227,54,0,1,0,1,0,1,0,0,0,1,0,0
584,0,0,1,69,36,1,0,0,1,0,1,0,1,0,0,0,0
585,0,0,0,292,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
586,0,2,5,2,18,1,0,0,0,0,1,0,0,0,1,0,1
587,0,0,0,130,47,0,1,0,1,0,1,0,0,0,1,0,0
588,1,1,2,75,60,1,0,0,1,0,1,0,1,0,0,0,1
589,0,0,0,80,22,0,0,1,1,1,0,0,0,0,1,0,0
590,0,0,0,516,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
591,0,0,0,657,35,0,0,1,1,1,0,0,0,0,1,0,0
592,1,0,4,455,52,1,0,0,0,0,1,0,1,0,0,0,1
593,0,0,0,533,47,0,0,1,1,1,0,0,0,0,1,0,0
594,0,2,0,435,9,0,0,1,0,1,0,0,0,1,0,0,0
595,1,0,0,627,37,0,1,0,1,0,1,0,0,0,1,0,0
596,1,1,0,308,36,0,0,1,1,0,1,0,0,0,1,0,0
597,0,0,0,156,9,0,1,0,0,0,1,0,0,0,1,0,1
598,0,0,0,575,49,0,0,1,1,1,0,0,0,0,1,0,0
599,0,0,0,193,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
600,1,0,5,585,49,1,0,0,1,0,1,0,1,0,0,0,1
601,2,1,0,143,24,0,1,0,0,0,1,0,0,0,1,0,1
602,0,0,0,361,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
603,0,0,0,47,29.6991176470588,1,0,0,1,0,1,0,0,0,1,0,0
604,0,0,0,431,44,0,0,1,1,1,0,0,0,0,1,0,0
605,0,0,0,10,35,1,0,0,1,0,1,0,1,0,0,0,1
606,1,0,0,397,36,0,0,1,1,0,1,0,0,0,1,0,0
607,0,0,0,386,30,0,0,1,1,1,0,0,0,0,1,0,0
608,0,0,0,51,27,1,0,0,1,0,1,0,0,0,1,0,1
609,1,2,0,630,22,0,1,0,0,0,1,0,1,0,0,0,1
610,0,0,3,589,40,1,0,0,0,0,0,1,0,0,1,0,1
611,1,3,0,334,39,0,0,1,0,0,1,0,0,0,1,0,0
612,0,0,0,639,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
613,1,0,0,445,9,0,0,1,0,0,1,0,0,1,0,0,1
614,0,0,0,468,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
615,0,0,0,432,35,0,0,1,1,1,0,0,0,0,1,0,0
616,1,2,0,107,24,0,1,0,0,0,1,0,0,0,1,0,1
617,1,1,0,332,34,0,0,1,1,0,1,0,0,0,1,0,0
618,1,0,0,537,26,0,0,1,0,0,1,0,0,0,1,0,0
619,2,1,6,115,4,0,1,0,0,0,1,0,0,0,1,0,1
620,0,0,0,254,26,0,1,0,1,0,1,0,0,0,1,0,0
621,1,0,0,189,27,0,0,1,1,0,1,0,1,0,0,0,0
622,1,0,4,57,42,1,0,0,1,0,1,0,0,0,1,0,1
623,1,1,0,188,20,0,0,1,1,0,1,0,1,0,0,0,1
624,0,0,0,401,21,0,0,1,1,1,0,0,0,0,1,0,0
625,0,0,0,496,21,0,0,1,1,0,1,0,0,0,1,0,0
626,0,0,4,456,61,1,0,0,1,0,1,0,0,0,1,0,0
627,0,0,0,105,57,0,1,0,1,0,1,0,0,1,0,0,0
628,0,0,4,72,21,1,0,0,0,0,1,0,0,0,1,0,1
629,0,0,0,370,26,0,0,1,1,1,0,0,0,0,1,0,0
630,0,0,0,287,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
631,0,0,1,219,80,1,0,0,1,0,1,0,0,0,1,0,1
632,0,0,0,346,51,0,0,1,1,1,0,0,0,0,1,0,0
633,0,0,2,71,32,1,0,0,1,0,1,0,1,0,0,0,1
634,0,0,0,14,29.6991176470588,1,0,0,1,1,0,0,0,0,1,0,0
635,3,2,0,338,9,0,0,1,0,0,1,0,0,0,1,0,0
636,0,0,0,131,28,0,1,0,0,0,1,0,0,0,1,0,1
637,0,0,0,665,32,0,0,1,1,1,0,0,0,0,1,0,0
638,1,1,0,557,31,0,1,0,1,0,1,0,0,0,1,0,0
639,0,3,0,250,41,0,0,1,0,0,1,0,0,0,1,0,0
640,1,0,0,477,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
641,0,0,0,410,20,0,0,1,1,1,0,0,0,0,1,0,0
642,0,0,2,582,24,1,0,0,0,0,1,0,1,0,0,0,1
643,3,2,0,338,2,0,0,1,0,0,1,0,0,0,1,0,0
644,0,0,0,81,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,1
645,2,1,0,195,0.75,0,0,1,0,0,1,0,1,0,0,0,1
646,1,0,4,588,48,1,0,0,1,0,1,0,1,0,0,0,1
647,0,0,0,374,19,0,0,1,1,1,0,0,0,0,1,0,0
648,0,0,1,70,56,1,0,0,1,0,1,0,1,0,0,0,1
649,0,0,0,621,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
650,0,0,0,568,23,0,0,1,0,1,0,0,0,0,1,0,1
651,0,0,0,367,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
652,0,1,0,118,18,0,1,0,0,0,1,0,0,0,1,0,1
653,0,0,0,513,21,0,0,1,1,1,0,0,0,0,1,0,0
654,0,0,0,278,9,0,0,1,0,1,0,0,0,1,0,0,1
655,0,0,0,440,18,0,0,1,0,1,0,0,0,1,0,0,0
656,2,0,0,622,24,0,1,0,1,0,1,0,0,0,1,0,0
657,0,0,0,369,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
658,1,1,0,436,32,0,0,1,0,0,1,0,0,1,0,0,0
659,0,0,0,242,23,0,1,0,1,0,1,0,0,0,1,0,0
660,0,2,4,417,58,1,0,0,1,0,0,1,1,0,0,0,0
661,2,0,0,606,50,1,0,0,1,0,0,1,0,0,1,0,1
662,0,0,0,173,40,0,0,1,1,1,0,0,1,0,0,0,0
663,0,0,5,497,47,1,0,0,1,0,1,0,0,0,1,0,0
664,0,0,0,358,36,0,0,1,1,1,0,0,0,0,1,0,0
665,1,0,0,661,20,0,0,1,1,1,0,0,0,0,1,0,1
666,2,0,0,622,32,0,1,0,1,0,1,0,0,0,1,0,0
667,0,0,0,124,25,0,1,0,1,0,1,0,0,0,1,0,0
668,0,0,0,257,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
669,0,0,0,530,43,0,0,1,1,1,0,0,0,0,1,0,0
670,1,0,3,100,29.6991176470588,1,0,0,0,0,1,0,0,0,1,0,1
671,1,1,0,241,40,0,1,0,0,0,1,0,0,0,1,0,1
672,1,0,2,570,31,1,0,0,1,0,1,0,0,0,1,0,0
673,0,0,0,551,70,0,1,0,1,0,1,0,0,0,1,0,0
674,0,0,0,146,31,0,1,0,1,0,1,0,0,0,1,0,1
675,0,0,0,139,29.6991176470588,0,1,0,1,1,0,0,0,0,1,0,0
676,0,0,0,398,18,0,0,1,1,1,0,0,0,0,1,0,0
677,0,0,0,295,24.5,0,0,1,1,1,0,0,0,0,1,0,0
678,0,0,0,494,18,0,0,1,0,1,0,0,0,0,1,0,1
679,1,3,0,567,43,0,0,1,0,0,1,0,0,0,1,0,0
680,0,1,2,609,36,1,0,0,1,0,0,1,1,0,0,0,1
681,0,0,0,282,9,0,0,1,0,1,0,0,0,1,0,0,0
682,0,0,4,588,27,1,0,0,1,0,1,0,1,0,0,0,1
683,0,0,0,501,20,0,0,1,1,1,0,0,0,0,1,0,0
684,3,2,0,567,14,0,0,1,1,0,1,0,0,0,1,0,0
685,1,1,0,241,60,0,1,0,1,0,1,0,0,0,1,0,0
686,1,2,0,630,25,0,1,0,1,0,1,0,1,0,0,0,0
687,3,1,0,250,14,0,0,1,1,0,1,0,0,0,1,0,0
688,0,0,0,373,19,0,0,1,1,0,1,0,0,0,1,0,0
689,0,0,0,404,18,0,0,1,1,1,0,0,0,0,1,0,0
690,0,1,2,142,15,1,0,0,0,0,0,1,0,0,1,0,1
691,1,0,2,90,31,1,0,0,1,0,1,0,0,0,1,0,1
692,0,1,0,394,4,0,0,1,0,0,1,0,1,0,0,0,1
693,0,0,0,81,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,1
694,0,0,0,201,25,0,0,1,1,1,0,0,1,0,0,0,0
695,0,0,0,49,60,1,0,0,1,0,1,0,0,0,1,0,0
696,0,0,0,157,52,0,1,0,1,0,1,0,0,0,1,0,0
697,0,0,0,426,44,0,0,1,1,1,0,0,0,0,1,0,0
698,0,0,0,420,9,0,0,1,0,1,0,0,0,1,0,0,1
699,1,1,3,84,49,1,0,0,1,0,0,1,1,0,0,0,0
700,0,0,6,347,42,0,0,1,1,1,0,0,0,0,1,0,0
701,1,0,3,611,18,1,0,0,0,0,0,1,1,0,0,0,1
702,0,0,5,580,35,1,0,0,1,0,1,0,0,0,1,0,1
703,0,1,0,212,18,0,0,1,0,0,1,0,1,0,0,0,0
704,0,0,0,450,25,0,0,1,1,1,0,0,0,1,0,0,0
705,1,0,0,399,26,0,0,1,1,1,0,0,0,0,1,0,0
706,0,0,0,171,39,0,1,0,1,0,1,0,0,0,1,0,0
707,0,0,0,109,45,0,1,0,0,0,1,0,0,0,1,0,1
708,0,0,5,581,42,1,0,0,1,0,1,0,0,0,1,0,1
709,0,0,3,38,22,1,0,0,0,0,0,1,0,0,1,0,1
710,1,1,0,190,29.6991176470588,0,0,1,1,0,1,0,1,0,0,0,1
711,0,0,3,583,24,1,0,0,0,0,1,0,1,0,0,0,1
712,0,0,3,20,29.6991176470588,1,0,0,1,0,1,0,0,0,1,0,0
713,1,0,3,100,48,1,0,0,1,0,1,0,0,0,1,0,1
714,0,0,0,507,29,0,0,1,1,1,0,0,0,0,1,0,0
715,0,0,0,165,52,0,1,0,1,0,1,0,0,0,1,0,0
716,0,0,6,349,19,0,0,1,1,1,0,0,0,0,1,0,0
717,0,0,3,611,38,1,0,0,0,0,0,1,1,0,0,0,1
718,0,0,5,294,27,0,1,0,0,0,1,0,0,0,1,0,1
719,0,0,0,441,29.6991176470588,0,0,1,1,0,1,0,0,1,0,0,0
720,0,0,0,320,33,0,0,1,1,1,0,0,0,0,1,0,0
721,0,1,0,156,6,0,1,0,0,0,1,0,0,0,1,0,1
722,1,0,0,409,17,0,0,1,1,1,0,0,0,0,1,0,0
723,0,0,0,66,34,0,1,0,1,0,1,0,0,0,1,0,0
724,0,0,0,162,50,0,1,0,1,0,1,0,0,0,1,0,0
725,1,0,5,52,27,1,0,0,1,0,1,0,0,0,1,0,1
726,0,0,0,267,20,0,0,1,1,1,0,0,0,0,1,0,0
727,3,0,0,253,30,0,1,0,0,0,1,0,0,0,1,0,1
728,0,0,0,452,9,0,0,1,0,1,0,0,0,1,0,0,1
729,1,0,0,128,25,0,1,0,1,0,1,0,0,0,1,0,0
730,1,0,0,668,25,0,0,1,0,1,0,0,0,0,1,0,0
731,0,0,2,142,29,1,0,0,0,0,0,1,0,0,1,0,1
732,0,0,0,217,11,0,0,1,1,0,1,0,1,0,0,0,0
733,0,0,0,138,29.6991176470588,0,1,0,1,1,0,0,0,0,1,0,0
734,0,0,0,229,23,0,1,0,1,0,1,0,0,0,1,0,0
735,0,0,0,120,23,0,1,0,1,0,1,0,0,0,1,0,0
736,0,0,0,496,28.5,0,0,1,1,0,1,0,0,0,1,0,0
737,1,3,0,677,48,0,0,1,0,0,1,0,0,0,1,0,0
