"","id","Name","Age","Class","Ticket","Embarked","Job","Boat"
"282","","COLEFF, Mr Satio","24","3rd Class Passenger","349209£7 17s 11d","Southampton","General Labourer",""
"283","","COLEMAN, Mr John","57","Engineering Crew","","Belfast","Mess Steward",""
"284","","COLEMAN, Mr Albert Edward","28","Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"285","","COLERIDGE, Mr Reginald Charles","29","2nd Class Passenger","14263£10 10s","Southampton","Advertising Consultant",""
"286","","COLLANDER, Mr Erik Gustaf","27","2nd Class Passenger","248740£13","Southampton","",""
"287","","COLLEY, Mr Edward Pomeroy","37","1st Class Passenger","5727£25 11s 9d","Southampton","",""
"288","","COLLYER, Mr Harvey","31","2nd Class Passenger","31921£26               5s","Southampton","Grocer",""
"289","","COLTCHEFF, Mr Peju","36","3rd Class Passenger","349210£7               17s               11d","Southampton","General Labourer",""
"290","","COMPTON, Mr Alexander Taylor jr","37","1st Class Passenger","17756£83               3s               2d","Cherbourg","",""
"291","","CONLON, Mr Thomas Henry","31","3rd Class Passenger","21332£7               14s               8d","Queenstown","General Labourer",""
"292","","CONNAGHTON, Mr Michael","31","3rd Class Passenger","335097£7               15s","Queenstown","Farm Labourer",""
"293","","CONNOLLY, Miss Kate","35","3rd Class Passenger","330972£7               12s               7d","Queenstown","",""
"294","","CONNORS, Mr Patrick","66","3rd Class Passenger","370369£7               15s","Queenstown","Farm Labourer","[171]"
"295","","CONWAY, Mr P. W.","25","Victualling Crew","","Belfast","Saloon Steward",""
"296","","COOK, Mr Jacob","43","3rd Class Passenger","3536£8               1s","Southampton","Wood Carver",""
"297","","COOK, Mr George","32","Victualling Crew","","Southampton","Saloon Steward",""
"298","","COOMBS, Mr Charles Augustus","44","Victualling Crew","","Southampton","Assistant Cook",""
"299","","COOPER, Mr Harry","26","Engineering Crew","","Southampton","Fireman",""
"300","","COOPER, Mr James Edward","25","Engineering Crew","","Southampton","Trimmer",""
"301","","COPPERTHWAITE, Mr B.","22","Engineering Crew","","Southampton","Fireman",""
"302","","COR, Mr Bartol","35","3rd Class Passenger","349230£7               17s               11d","Southampton","General Labourer",""
"303","","COR, Mr Ivan","27","3rd Class Passenger","349229£7               17s               11d","Southampton","General Labourer",""
"304","","COR, Mr Liudevit","19","3rd Class Passenger","349231£7               17s               11d","Southampton","General Labourer",""
"305","","CORBEN, Mr Ernest Theodore","27","Victualling Crew","","Southampton","Assistant Printer Steward",""
"306","","CORBETT, Mrs Irene","30","2nd Class Passenger","237249£13","Southampton","Musician",""
"307","","CORCORAN, Mr Denny","33","Engineering Crew","","Southampton","Fireman",""
"308","","COREY, Mrs Mary Phyllis Elizabeth","30","2nd Class Passenger","13534£21","Southampton","",""
"309","","CORN, Mr Harry","30","3rd Class Passenger","392090£8               1s","Southampton","Upholsterer",""
"310","","CORNAIRE, Mr Marcel Raymond AndrÃ©","19","Restaurant Staff","","Southampton","Assistant Roast Cook",""
"311","","COTTERILL, Mr Henry ""Harry""","20","2nd Class Passenger","29107£11               10s","Southampton","Carpenter / Joiner",""
"312","","COTTON, Mr A.","","Engineering Crew","","Southampton","Trimmer",""
"313","","COUCH, Mr Frank","28","Deck Crew","","Southampton","Able Seaman","[253]"
"314","","COUCH, Mr Joseph Henry","49","Engineering Crew","","Southampton","Greaser",""
"315","","COUTIN, Mr Auguste Louis","28","Restaurant Staff","","Southampton","Entreé Cook",""
"316","","COX, Mr William Denton","29","Victualling Crew","","Southampton","Third class steward","[300]"
"317","","COXON, Mr Daniel","59","3rd Class Passenger","364500£7               5s","Southampton","Dealer",""
"318","","COY, Mr Francis Ernest George","26","Engineering Crew","","Belfast","Junior Assistant 3rd. Engineer",""
"319","","CRABB, Mr Henry James","23","Engineering Crew","","Southampton","Trimmer",""
"320","","CRAFTON, Mr John Bertram","59","1st Class Passenger","113791£26               11s","Southampton","Businessman",""
"321","","CREASE, Mr Ernest James","19","3rd Class Passenger","3464£8               3s               2d","Southampton","Tinsmith",""
"322","","CREESE, Mr Henry Philip","44","Engineering Crew","","Belfast","Deck Engineer",""
"323","","CRIBB, Mr John Hatfield","44","3rd Class Passenger","371362£16               2s","Southampton","Butler",""
"324","","CRISP, Mr Albert Hector","39","Victualling Crew","","Belfast","Saloon Steward",""
"325","","CRISPIN, Mr William","32","Victualling Crew","","Southampton","Glory Hole Steward",""
"326","","CROSBIE, Mr John Borthwick","44","Victualling Crew","","Southampton","Turkish Bath Attendant",""
"327","","CROSBY, Captain Edward Gifford","70","1st Class Passenger","5735£71","Southampton","","[269]"
"328","","CROSS, Mr W.","39","Engineering Crew","","Southampton","Fireman",""
"329","","CROVELLA, Sig. Luigi","17","Restaurant Staff","","Southampton","Assistant Waiter",""
"330","","CRUMPLIN, Mr Charles George Chandler","35","Victualling Crew","","Belfast","Bed Room Steward",""
"331","","CULUMOVIC, Mr Jeso","17","3rd Class Passenger","315090£8               13s               3d","Southampton","",""
"332","","CUMINGS, Mr John Bradley","39","1st Class Passenger","17599£71               5s               8d","Cherbourg","",""
"333","","CUNNINGHAM, Mr Alfred Fleming","21","2nd Class PassengerH&W Guarantee Group","239853","Belfast","Fitter",""
"334","","CUNNINGHAM, Mr B.","30","Engineering Crew","","Southampton","Fireman",""
"335","","CURTIS, Mr Arthur","25","Engineering Crew","","Southampton","Fireman",""
"336","","DAHER, Mr Tannous","28","3rd Class Passenger","2686£7               4s               7d","Cherbourg","",""
"337","","DAHLBERG, Miss Gerda Ulrika","22","3rd Class Passenger","7552£10               10s               4d","Southampton","",""
"338","","DAKIC, Mr Branko","19","3rd Class Passenger","349228£10               3s               5d","Southampton","General Labourer",""
"339","","DANBOM, Mr Ernst Gilbert","34","3rd Class Passenger","347080£14               8s","Southampton","General Labourer","[197]"
"340","","DANBOM, Mrs Anna Sigrid Maria","28","3rd Class Passenger","347080£14               8s","Southampton","",""
"341","","DANBOM, Master Gilbert Sigvard Emanuel","4m","3rd Class Passenger","347080£14               8s","Southampton","",""
"342","","DANOFF, Mr Yoto","27","3rd Class Passenger","349219£7               17s               11d","Southampton","General Labourer",""
"343","","DASHWOOD, Mr William George","19","Victualling Crew","","Southampton","Saloon Steward","[83]"
"344","","DAVIDSON, Mr Thornton","31","1st Class Passenger","12750£52","Cherbourg","",""
"345","","DAVIES, Mr Charles Henry","21","2nd Class Passenger","14879£73               10s","Southampton","",""
"346","","DAVIES, Mr Evan","22","3rd Class Passenger","23568£8               1s","Southampton","Miner",""
"347","","DAVIES, Mr Alfred J.","24","3rd Class Passenger","48871£24               3s","Southampton","Caster",""
"348","","DAVIES, Mr John Samuel","21","3rd Class Passenger","48871£24               3s","Southampton","Ironworker",""
"349","","DAVIES, Mr Joseph","17","3rd Class Passenger","48873£8               1s","Southampton","Ironworker",""
"350","","DAVIES, Mr Thomas","33","Engineering Crew","","Southampton","Leading Fireman",""
"351","","DAVIES, Mr Gordon Raleigh","33","Victualling Crew","","Belfast","Bed Room Steward",""
"352","","DAVIES, Mr Robert J.","26","Victualling Crew","","Belfast","Saloon Steward","[191]"
"353","","DAVIS, Mr Stephen James","39","Deck Crew","","Southampton","Able Seaman",""
"354","","DAVIS, Mr John","29","Victualling Crew","","Belfast","Extra 2nd Baker","[200]"
"355","","DAVISON, Mr Thomas Henry","32","3rd Class Passenger","386525£16               2s","Southampton","Blacksmith",""
"356","","DAWSON, Mr Joseph","23","Engineering Crew","","Southampton","Trimmer","[227]"
"357","","DE MARSICO, Sig. Govanni","20","Restaurant Staff","","Southampton","Assistant Waiter",""
"358","","DE PELSMAEKER, Mr Alfons","16","3rd Class Passenger","345778£9               10s","Southampton","Farm Labourer",""
"359","","DEACON, Mr Percy William","20","2nd Class Passenger","14879£73               10s","Southampton","",""
"360","","DEAN, Mr Bertram Frank","25","3rd Class Passenger","2315£20               11s               6d","Southampton","Farmer",""
"361","","DEAN, Mr George H.","19","Victualling Crew","","Southampton","Assistant Saloon Steward","[252]"
"362","","DEBREUCQ, Mr Maurice Emile Victor","18","Restaurant Staff","","Southampton","Assistant Waiter","[244]"
"363","","DEEBLE, Mr Alfred Arnold","34","Victualling Crew","","Belfast","Saloon Steward (1st class)","[270]"
"364","","DEL CARLO, Mr Sebastiano","29","2nd Class Passenger","2167£27               14s               5d","Cherbourg","","[295]"
"365","","DELALIC, Mr Redjo","25","3rd Class Passenger","349250£7               17s               11d","Southampton","General Labourer",""
"366","","DENBUOY, Mr Albert (""Herbert"")","25","2nd Class Passenger","31029£31               10s","Southampton","",""
"367","","DENKOFF, Mr Mitto","30","3rd Class Passenger","349225£7               17s               11d","Southampton","General Labourer",""
"368","","DENNIS, Mr Samuel","22","3rd Class Passenger","21172£7               5s","Southampton","Farmer",""
"369","","DENNIS, Mr William","26","3rd Class Passenger","21175£7               5s","Southampton","Farmer",""
"370","","DERRETT, Mr Albert","26","Victualling Crew","","Belfast","Saloon Steward",""
"371","","DESLANDS, Mr Percival Stainer","36","Victualling Crew","","Southampton","Saloon Steward","[212]"
"372","","DESVERNINE, Mr Louis Gabriel","20","Restaurant Staff","","Southampton","Assistant Pastry Cook",""
"373","","DIBDEN, Mr William","18","2nd Class Passenger","14879£73               10s","Southampton","",""
"374","","DICKSON, Mr W.","36","Engineering Crew","","Southampton","Trimmer",""
"375","","DIKA, Mr Mirko","17","3rd Class Passenger","349232£7               17s               11d","Southampton","",""
"376","","DIMIC, Mr Jovan","42","3rd Class Passenger","315088£8               13s               3d","Southampton","",""
"377","","DINENAGE, Mr James Richard","49","Victualling Crew","","Southampton","Saloon Steward",""
"378","","DINTCHEFF, Mr Valtcho","43","3rd Class Passenger","349226£7               17s               11d","Southampton","",""
"379","","DODD, Mr Edward Charles","38","Engineering Crew","","Belfast","Junior 3rd. Engineer",""
"380","","DODD, Mr George Charles","44","Victualling Crew","","Belfast","Second Steward, 1st Class",""
"381","","DODDS, Mr Henry Watson","27","Engineering Crew","","Southampton","Junior Assistant 4th Engineer",""
"382","","DOLBY, Mr Joseph","36","Victualling Crew","","Belfast","Reception Room Steward",""
"383","","DONATI, Sig. Italo Francesco","17","Restaurant Staff","","Southampton","Assistant Waiter","[311]"
"384","","DONOGHUE, Mr Frank (?Thomas)","35","Victualling Crew","","Belfast","Bed Room Steward",""
"385","","DONOHOE, Miss Bridget","21","3rd Class Passenger","364856£7               15s","Queenstown","",""
"386","","DOOLEY, Mr Patrick","38","3rd Class Passenger","370376£7               15s","Queenstown","General Labourer",""
"387","","DORNIER, Mr Louis Auguste","20","Restaurant Staff","","Southampton","Assistant Fish Cook",""
"388","","DOUGHERTY, Mr William John","22","3rd Class Passenger","330877£8               9s               2d","Queenstown","",""
"389","","DOUGHTY, Mr W.","22","Victualling Crew","","Southampton","Saloon Steward",""
"390","","DOUGLAS, Mr Walter Donald","50","1st Class Passenger","17761£106               8s               6d","Cherbourg","","[62]"
"391","","DOUTON, Mr William Joseph","55","2nd Class Passenger","28403£26","Southampton","Quarryman",""
"392","","DOYLE, Miss Elizabeth","24","3rd Class Passenger","368702£7               15s","Queenstown","",""
"393","","DOYLE, Mr Laurence","27","Engineering Crew","","Southampton","Fireman",""
"394","","DRAZENOVIC, Mr Jozef","33","3rd Class Passenger","349241£7               17s               11d","Cherbourg","General Labourer","[51]"
"395","","DREW, Mr James Vivian","42","2nd Class Passenger","28220£32               10s","Southampton","",""
"396","","DUFFY, Mr William Luke","28","Engineering Crew","","Belfast","Writer / Engineer's Clerk",""
"397","","DULLES, Mr William Crothers","39","1st Class Passenger","17580£29               14s","Cherbourg","","[133]"
"398","","DUNFORD, Mr William","47","Victualling Crew","","Southampton","Hospital Steward","[71]"
"399","","DURNIL, Mr James","38","Engineering Crew","","Southampton","Leading Fireman",""
"400","","DWAN, Mr Frank","65","3rd Class Passenger","336439£7               15s","Queenstown","Farm Labourer",""
"401","","DYER, Mr Henry Ryland","24","Engineering Crew","","Belfast","Senior Assistant 4th. Engineer",""
"402","","DYER, Mr William Henry","31","Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"403","","DYKER, Mr Adolf Fredrik","23","3rd Class Passenger","347072£13               18s","Southampton","General Labourer",""
"404","","EAGLE, Mr Alfred James","22","Engineering Crew","","Southampton","Trimmer",""
"405","","EASTMAN, Mr Charles","44","Engineering Crew","","Southampton","Greaser",""
"406","","EDBROOKE, Mr Francis Samuel Jacob","23","Victualling Crew","","Southampton","Third class steward",""
"407","","EDE, Mr George Bulkeley","22","Victualling Crew","","Southampton","3rd Class Steward",""
"408","","EDGE, Mr Frederick William","39","Victualling Crew","","Southampton","Deck Steward (2nd class)",""
"409","","EDVARDSSON, Mr Gustaf Hjalmar","18","3rd Class Passenger","349912£7               15s               6d","Southampton","General Labourer",""
"410","","EDWARDS, Mr Clement","39","Victualling Crew","","Southampton","Assistant Pantryman Steward",""
"411","","EGG, Mr William Henry","47","Victualling Crew","","Southampton","Third class steward",""
"412","","EITEMILLER, Mr George Floyd","23","2nd Class Passenger","29751£13","Southampton","",""
"413","","EKLUND, Mr Hans Linus","16","3rd Class Passenger","347074£7               15s               6d","Southampton","General Labourer",""
"414","","EKSTRÃ¶M, Mr Johan","45","3rd Class Passenger","347061£6               19s               6d","Southampton","General Labourer",""
"415","","ELIAS, Mr Dibo","29","3rd Class Passenger","2674£7               4s               6d","Cherbourg","General Labourer",""
"416","","ELIAS, Mr Joseph jr.","15","3rd Class Passenger","2690£7               4s               7d","Cherbourg","General Labourer",""
"417","","ELIAS NASRALLAH, Mr Tannous","22","3rd Class Passenger","2695£7               4s               7d","Cherbourg","General Labourer",""
"418","","ELLIOTT, Mr Everett Edward","24","Engineering Crew","","Southampton","Trimmer","[317]"
"419","","ELSBURY, Mr William James","47","3rd Class Passenger","3902£7               5s","Southampton","Farmer",""
"420","","ENANDER, Mr Ingvar","21","2nd Class Passenger","236854£13","Southampton","",""
"421","","ENNIS, Mr Walter","35","Victualling Crew","","Southampton","Turkish Bath Attendant",""
"422","","ERVINE, Mr Albert George","18","Engineering Crew","","Belfast","Electrician",""
"423","","ESTANISLAU, Mr Manuel GonÃ§alves","37","3rd Class Passenger","3101306£7               1s","Southampton","General Labourer",""
"424","","EVANS, Miss Edith Corse","36","1st Class Passenger","17531£31               13s               7d","Cherbourg","",""
"425","","EVANS, Mr William Thomas","33","Engineering Crew","","Southampton","Trimmer","[31]"
"426","","EVANS, Mr George Richard","27","Victualling Crew","","Belfast","Saloon Steward",""
"427","","EVERETT, Mr Thomas James","39","3rd Class Passenger","6212£15               2s","Southampton","Crane Operator","[187]"
"428","","FAHLSTRÃ¸M, Mr Arne Joma","18","2nd Class Passenger","236171£13","Southampton","",""
"429","","FAIRALL, Mr Henry","38","Victualling Crew","","Belfast","Saloon Steward",""
"430","","FARENDEN, Mr Ernest John","22","Victualling Crew","","Belfast","Confectioner",""
"431","","FARQUHARSON, Mr William Edward","39","Engineering Crew","","Belfast","Senior 2nd. Engineer",""
"432","","FARRELL, Mr James ""Jim""","25","3rd Class Passenger","367232£7               15s","Queenstown","Farm Labourer","[68]"
"433","","FARTHING, Mr John","57","1st Class PassengerServant","17483£221               15s               7d","Southampton","Servant",""
"434","","FAUNTHORPE, Mr Harry Bartram","40","2nd Class Passenger","2926£26","Southampton","","[286]"
"435","","FAY, Mr Thomas Joseph","30","Engineering Crew","","Southampton","Greaser",""
"436","","FELLOWES, Mr Alfred James","29","Victualling Crew","","Belfast","Assistant boots steward (1st class)","[138]"
"437","","FELTHAM, Mr George William","36","Victualling Crew","","Southampton","Vienna Baker",""
"438","","FERRARY, Mr Antonio","34","Engineering Crew","","Southampton","Trimmer",""
"439","","FERRIS, Mr W.","38","Engineering Crew","","Southampton","Leading Fireman",""
"440","","FEY, Sig. Carlo","30","Restaurant Staff","","Southampton","Scullion",""
"441","","FILLBROOK, Mr Joseph Charles","18","2nd Class Passenger","15185£10               10s","Southampton","Painter & Decorator",""
"442","","FINCH, Mr Harry","18","Victualling Crew","","Southampton","Steward",""
"443","","FIORAVANTE, Sig. Giuseppe Bertoldo","23","Restaurant Staff","","Southampton","Assistant Scullion",""
"444","","FISCHER, Mr Eberhard Thelander","18","3rd Class Passenger","350036£7               15s               11d","Southampton","",""
"445","","FITZPATRICK, Mr Hugh J.","27","Engineering Crew","","Belfast","Junior Boilermaker",""
"446","","FLEMING, Miss Honora","22","3rd Class Passenger","364859£7               15s","Queenstown","",""
"447","","FLETCHER, Mr Peter W.","26","Victualling Crew","","Belfast","Bugler Steward",""
"448","","FLYNN, Mr James","28","3rd Class Passenger","364851£7               15s","Queenstown","General Labourer",""
"449","","FLYNN, Mr John","42","3rd Class Passenger","368323£6               19s","Queenstown","Farm Labourer",""
"450","","FOLEY, Mr Joseph","19","3rd Class Passenger","330910£7               17s               7d","Queenstown","Farm Labourer",""
"451","","FOLEY, Mr William","20","3rd Class Passenger","365235£7               15s","Queenstown","Farm Labourer",""
"452","","FORD, Mr Arthur","22","3rd Class Passenger","1478£8               1s","Southampton","Carpenter / Joiner",""
"453","","FORD, Mrs Margaret Ann Watson","48","3rd Class Passenger","6608£34               7s               6d","Southampton","Farmer",""
"454","","FORD, Miss Dollina Margaret","20","3rd Class Passenger","6608£34               7s               6d","Southampton","Servant",""
"455","","FORD, Mr Edward Watson","18","3rd Class Passenger","6608£34               7s               6d","Southampton","Blacksmith",""
"456","","FORD, Mr William Neal Thomas","16","3rd Class Passenger","6608£34               7s               6d","Southampton","Messenger",""
"457","","FORD, Miss Robina Maggie","7","3rd Class Passenger","6608£34               7s               6d","Southampton","",""
"458","","FORD, Mr H.","22","Engineering Crew","","Southampton","Trimmer",""
"459","","FORD, Mr Thomas","30","Engineering Crew","","Southampton","Leading Fireman",""
"460","","FORD, Mr Ernest","32","Victualling Crew","","Southampton","Steward",""
"461","","FORD, Mr F.","37","Victualling Crew","","Southampton","Bed Room Steward",""
"462","","FOREMAN, Mr Benjamin Laventall","30","1st Class Passenger","113051£27               15s","Southampton","",""
"463","","FORTUNE, Mr Mark","64","1st Class Passenger","19950£263","Southampton","",""
"464","","FORTUNE, Mr Charles Alexander","19","1st Class Passenger","19950£263","Southampton","",""
"465","","FOSTER, Mr Albert C.","37","Engineering Crew","","Belfast","Storekeeper",""
"466","","FOX, Mr Stanley Hubert","38","2nd Class Passenger","229236£13","Southampton","","[236]"
"467","","FOX, Mr Patrick","28","3rd Class Passenger","368573£7               15s","Queenstown","General Labourer",""
"468","","FOX, Mr William Thomas","27","Victualling Crew","","Southampton","Steward",""
"469","","FRANKLIN, Mr Thomas Parnham","37","1st Class Passenger","113778£26               11s","Southampton","",""
"470","","FRANKLIN, Mr Charles (""Charles Fardon"")","38","3rd Class Passenger","3101314£7               5s","Southampton","Carpenter / Joiner",""
"471","","FRANKLIN, Mr Alan Vincent","28","Victualling Crew","","Southampton","Saloon Steward (2nd class)","[262]"
"472","","FRASER, Mr James","29","Engineering Crew","","Belfast","Junior Assistant 3rd. Engineer",""
"473","","FRASER, Mr J.","30","Engineering Crew","","Southampton","Fireman",""
"474","","FREEMAN, Mr Ernest Edward Samuel","43","Victualling Crew","","Belfast","Deck Steward","[239]"
"475","","FROST, Mr Anthony Wood","37","2nd Class PassengerH&W Guarantee Group","239854","Belfast","Fitter",""
"476","","FRY, Mr John Richard","39","1st Class PassengerServant","112058","Southampton","Servant",""
"477","","FUNK, Miss Annie Clemmer","38","2nd Class Passenger","237671£13","Southampton","Missionary",""
"478","","FUTRELLE, Mr Jacques Heath","37","1st Class Passenger","113803£53               2s","Southampton","Writer",""
"479","","FYNNEY, Mr Joseph J.","35","2nd Class Passenger","239865£26","Southampton","","[322]"
"480","","GALE, Mr Harry","38","2nd Class Passenger","28664£21","Southampton","Miner",""
"481","","GALE, Mr Shadrach","33","2nd Class Passenger","28664£21","Southampton","Miner",""
"482","","GALLAGHER, Mr Martin","29","3rd Class Passenger","36864£7               14s               10d","Queenstown","Farm Labourer",""
"483","","GARFIRTH, Mr John","21","3rd Class Passenger","358585£14               10s","Southampton","Shoemaker",""
"484","","GASKELL, Mr Alfred","16","2nd Class Passenger","239865£26","Southampton","",""
"485","","GATTI, Sig. Gaspare Antonio Pietro","37","Restaurant Staff","","Southampton","Ã  la Carte Restaurant Manager","[313]"
"486","","GAVEY, Mr Laurence","26","2nd Class Passenger","31028£10               10s","Southampton","",""
"487","","GEDDES, Mr Richard Charles","31","Victualling Crew","","Southampton","Bed Room Steward (1st class)",""
"488","","GEE, Mr Arthur H.","47","1st Class Passenger","111320£38               10s","Southampton","","[275]"
"489","","GEER, Mr Alfred Emest","26","Engineering Crew","","Southampton","Fireman",""
"490","","GERIOS THAMAH, Mr Assaf","21","3rd Class Passenger","2692£7               4s               6d","Cherbourg","Farm Labourer",""
"491","","GHEORGHEFF, Mr Stanio","","3rd Class Passenger","349254£7               17s               11d","Cherbourg","General Labourer",""
"492","","GIGLIO, Mr Victor Gaitan Andrea","23","1st Class PassengerServant","17593£79               4s","Cherbourg","Servant",""
"493","","GILARDINO, Sig. Vincenzo Pio","31","Restaurant Staff","","Southampton","Waiter",""
"494","","GILBERT, Mr William","47","2nd Class Passenger","30769£10               10s","Southampton","",""
"495","","GILES, Mr Edgar","21","2nd Class Passenger","28133£11               10s","Southampton","Carpenter / Joiner",""
"496","","GILES, Mr Frederick Edward","20","2nd Class Passenger","28134£11               10s","Southampton","Carpenter / Joiner",""
"497","","GILES, Mr Ralph","24","2nd Class Passenger","248726£13               10s","Southampton","","[297]"
"498","","GILES, Mr John Robert","32","Victualling Crew","","Southampton","2nd Baker",""
"499","","GILINSKI, Mr Eliezer","22","3rd Class Passenger","14973£8               1s","Southampton","Locksmith","[47]"
"500","","GILL, Mr John William","24","2nd Class Passenger","233866£13","Southampton","Chauffeur","[155]"
"501","","GILL, Mr Joseph Stanley","34","Victualling Crew","","Belfast","Bed Room Steward","[49]"
"502","","GILL, Mr Patrick","38","Victualling Crew","","Southampton","Ship's Cook",""
"503","","GILLESPIE, Mr William Henry","31","2nd Class Passenger","12233£13","Southampton","Clerk",""
"504","","GIVARD, Mr Hans Kristensen","30","2nd Class Passenger","250646£13","Southampton","","[305]"
"505","","GODWIN, Mr Frederick Charles","35","Engineering Crew","","Southampton","Greaser",""
"506","","GOLDER, Mr M. W.","32","Engineering Crew","","Southampton","Fireman",""
"507","","GOLDSCHMIDT, Mr George B.","71","1st Class Passenger","17754£34               13s               1d","Cherbourg","",""
"508","","GOLDSMITH, Mr Frank John","33","3rd Class Passenger","363291£20               10s               6d","Southampton","Turner",""
"509","","GOLDSMITH, Mr Nathan","41","3rd Class Passenger","3101263£7               17s","Southampton","Shoemaker",""
"510","","GOLLOP, Mr F.","28","Victualling Crew","","Southampton","Assistant Passage Cook",""
"511","","GOODWIN, Mr Frederick Joseph","42","3rd Class Passenger","2144£46               18s","Southampton","Engineer",""
"512","","GOODWIN, Mrs Augusta","43","3rd Class Passenger","2144£46               18s","Southampton","",""
"513","","GOODWIN, Miss Lillian Amy","16","3rd Class Passenger","2144£46               18s","Southampton","Servant",""
"514","","GOODWIN, Mr Charles Edward","14","3rd Class Passenger","2144£46               18s","Southampton","Scholar",""
"515","","GOODWIN, Master William Frederick","11","3rd Class Passenger","2144£46               18s","Southampton","",""
"516","","GOODWIN, Miss Jessie Allis","10","3rd Class Passenger","2144£46               18s","Southampton","",""
"517","","GOODWIN, Master Harold Victor","9","3rd Class Passenger","2144£46               18s","Southampton","",""
"518","","GOODWIN, Master Sidney Leslie","1","3rd Class Passenger","2144£46               18s","Southampton","","[4]"
"519","","GORDON, Mr J.","29","Engineering Crew","","Southampton","Trimmer",""
"520","","GOREE, Mr Frank","40","Engineering Crew","","Southampton","Greaser","[222]"
"521","","GOSHAWK, Mr Alfred James","40","Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"522","","GOSLING, Mr Bertram James","22","Engineering Crew","","Southampton","Trimmer",""
"523","","GOSLING, Mr S.","26","Engineering Crew","","Southampton","Trimmer",""
"524","","GRADIDGE, Mr Ernest Edward","22","Engineering Crew","","Southampton","Fireman","[276]"
"525","","GRAHAM, Mr George Edward","38","1st Class Passenger","112053£30","Southampton","Sales Manager","[147]"
"526","","GRÃ¸NNESTAD, Mr Daniel Danielsen","32","3rd Class Passenger","8471£8               6s               15d","Southampton","General Labourer",""
"527","","GREEN, Mr George","40","3rd Class Passenger","21440£8               1s","Southampton","Farrier",""
"528","","GREEN, Mr George","20","Engineering Crew","","Southampton","Trimmer",""
"529","","GREENBERG, Mr Samuel","52","2nd Class Passenger","250647£13","Southampton","","[19]"
"530","","GREGORY, Mr David","40","Engineering Crew","","Southampton","Greaser",""
"531","","GROSCLAUDE, Mr GÃ©rald","24","Restaurant Staff","","Southampton","Waiter",""
"532","","GUEST, Mr Robert","23","3rd Class Passenger","376563£8               1s","Southampton","General Labourer",""
"533","","GUGGENHEIM, Mr Benjamin","46","1st Class Passenger","17593£79               4s","Cherbourg","Businessman",""
"534","","GUMERY, Mr George","24","Engineering Crew","","Southampton","Mess Steward",""
"535","","GUNN, Mr Joseph Alfred","28","Victualling Crew","","Southampton","Assistant Saloon Steward (2nd Class)",""
"536","","GUSTAFSSON, Mr Karl Gideon","19","3rd Class Passenger","347069£7               15s               6d","Southampton","General Labourer",""
"537","","GUSTAFSSON, Mr Alfred Ossian","19","3rd Class Passenger","7534£9               16s               11d","Southampton","General Labourer",""
"538","","GUSTAFSSON, Mr Anders Vilhelm","37","3rd Class Passenger","3101276£7               18s               6d","Southampton","General Labourer","[98]"
"539","","GUSTAFSSON, Mr Johan Birger","28","3rd Class Passenger","3101277£7               18s               6d","Southampton","",""
"540","","GWYNN, Mr William Logan","37","Victualling CrewPostal Clerk","","Southampton","Postal Clerk",""
"541","","HAAS, Miss Aloisia","24","3rd Class Passenger","349236£8               17s","Southampton","General Labourer",""
"542","","HAGLAND, Mr Ingvald Olai Olsen","28","3rd Class Passenger","65303£6               19s               4d","Southampton","General Labourer",""
"543","","HAGLAND, Mr Konrad Mathias Reiersen","19","3rd Class Passenger","65304£6               19s               4d","Southampton","General Labourer",""
"544","","HAKKARAINEN, Mr Pekka Pietari","28","3rd Class Passenger","3101279£15               17s","Southampton","General Labourer",""
"545","","HALE, Mr Reginald","30","2nd Class Passenger","250653£13","Southampton","Gardener","[75]"
"546","","HALL, Mr J.","32","Engineering Crew","","Southampton","Fireman",""
"547","","HALL, Mr F. A. J.","38","Victualling Crew","","Southampton","Scullion",""
"548","","HALLETT, Mr George Alexander","22","Engineering Crew","","Southampton","Fireman",""
"549","","HAMBLYN, Mr Ernest William","41","Victualling Crew","","Southampton","Bed Room Steward",""
"550","","HAMILTON, Mr Ernest","25","Victualling Crew","","Belfast","Assistant Smoke Room Steward (1st class)",""
"551","","HAMPE, Mr LÃ©on JÃ©rome","19","3rd Class Passenger","345769£9               10s","Southampton","Painter & Decorator",""
"552","","HANDS, Mr Bernard","53","Engineering Crew","","Southampton","Fireman",""
"553","","HANNA, Mr Boulos","18","3rd Class Passenger","2664£7               4s               6d","Cherbourg","General Labourer",""
"554","","HANNA, Mr Mansour","35","3rd Class Passenger","2693£7               4s               7d","Cherbourg","","[188]"
"555","","HANNAM, Mr George","29","Engineering Crew","","Southampton","Fireman",""
"556","","HANSEN, Mr Claus Peter","41","3rd Class Passenger","350026£14               2s               2d","Southampton","Barber",""
"557","","HANSEN, Mr Henry Damsgaard","21","3rd Class Passenger","350029£7               17s               1d","Southampton","Manufacturer","[69]"
"558","","HANSEN, Mr Henrik Juul","26","3rd Class Passenger","350025£7               17s               1d","Southampton","Farmer",""
"559","","HARBECK, Mr William H.","44","2nd Class Passenger","248746£13","Southampton","Cinematographer","[35]"
"560","","HARDING, Mr Alfred John","20","Victualling Crew","","Southampton","Assistant Pantry Steward (2nd class)",""
